Date,Close,Volume,RSI,MACD,Signal,MACD_Hist,Upper_Band,Middle_Band,Lower_Band
2014-06-30,52.560001373291016,12914600,49.727778877800965,0.3574995765283546,0.31531496836614725,0.04218460816220737,53.32354438709254,52.11450023651123,50.90545608592993
2014-07-01,52.720001220703125,12482600,54.51127091718312,0.3580700885835384,0.3238659924096255,0.0342040961739129,53.331798427704385,52.196000289916995,51.060202152129605
2014-07-02,52.65999984741211,14436000,59.7938176764336,0.34965006581627733,0.3290228070909559,0.02062725872532145,53.290116212140475,52.27700023651123,51.26388426088198
2014-07-03,53.0,8741500,60.99998474121094,0.3661910850419261,0.3364564626811499,0.029734622360776175,53.359683264863364,52.34550018310547,51.33131710134758
2014-07-07,52.5,13551800,65.0319857172487,0.3350914153749258,0.33618345321990517,-0.0010920378449793544,53.37281032010255,52.371500205993655,51.37019009188476
2014-07-08,52.25,17282100,56.750575478212134,0.2869638517854014,0.32633953293300444,-0.03937568114760304,53.358990154419494,52.35850028991699,51.358010425414484
2014-07-09,52.189998626708984,16116300,51.851823943681865,0.24120039353352496,0.30931170505310857,-0.0681113115195836,53.335490992830806,52.33850021362305,51.34150943441529
2014-07-10,51.810001373291016,20059900,47.61905585725234,0.17228393857880775,0.2819061517582484,-0.10962221317944065,53.34111156826932,52.317000198364255,51.29288882845919
2014-07-11,51.4900016784668,29998900,31.865299567634338,0.09079917412883987,0.2436847562323667,-0.15288558210352685,53.361798925491414,52.306000328063966,51.25020173063652
2014-07-14,51.310001373291016,21252400,28.860766339471624,0.01156408733346126,0.19726062245258563,-0.18569653511912437,53.41016225868199,52.27650032043457,51.14283838218715
2014-07-15,51.349998474121094,19293100,33.714222187829364,-0.04745581692529299,0.14831733457700993,-0.19577315150230293,53.370619799513925,52.28950023651123,51.208380673508536
2014-07-16,51.16999816894531,21599400,29.971982809284356,-0.1075146743280726,0.09715093279599343,-0.20466560712406603,53.42548115334597,52.26500015258789,51.104519151829805
2014-07-17,50.68000030517578,24398000,27.937343315959694,-0.1924322449092699,0.03923429725494077,-0.23166654216421068,53.55548391341797,52.197000122070314,50.838516330722655
2014-07-18,51.279998779296875,15487400,29.230701514143732,-0.20890701885457474,-0.010393965966962335,-0.1985130528876124,53.57779699200179,52.160000038146975,50.742203084292164
2014-07-21,51.04999923706055,15236900,30.079092201094298,-0.2377814403421965,-0.055871460842009175,-0.18190997950018734,53.524609406926665,52.06800003051758,50.6113906541085
2014-07-22,51.349998474121094,11920800,32.56990712699374,-0.23376252726537672,-0.0914496741266827,-0.14231285313869402,53.410287705958126,51.98649997711182,50.56271224826551
2014-07-23,51.33000183105469,9109000,32.9048568405383,-0.22954501957497797,-0.11906874321634175,-0.11047627635863622,53.360411513916,51.92849998474121,50.49658845556642
2014-07-24,51.59000015258789,9939600,31.49599755698287,-0.20288419992799334,-0.13583183455867207,-0.06705236536932127,53.28114897584859,51.87800006866455,50.47485116148051
2014-07-25,51.599998474121094,10040200,36.44569661064857,-0.17888643580958785,-0.14444275480885524,-0.03444368100073261,53.22798688096872,51.83950004577637,50.451013210584016
2014-07-28,51.599998474121094,13468000,39.413602260499175,-0.158046176904179,-0.14716343922792,-0.010882737676258997,53.072733652970825,51.77449989318848,50.47626613340613
2014-07-29,51.540000915527344,14511800,39.41365123506263,-0.14470337272759792,-0.1466714259278556,0.001968053200257669,52.97095276151269,51.723499870300294,50.4760469790879
2014-07-30,52.099998474121094,11439600,54.46152004253707,-0.08792839757063575,-0.1349228202564116,0.04699442268577586,52.86419890282829,51.69249973297119,50.52080056311409
2014-07-31,50.900001525878906,19638900,42.857103271697476,-0.13817079868839244,-0.13557241594280778,-0.0025983827455846598,52.733849160941276,51.60449981689453,50.47515047284779
2014-08-01,50.349998474121094,18813700,39.333255908779186,-0.2198347945910939,-0.152424891672465,-0.06740990291862889,52.53164413704828,51.47199974060059,50.41235534415289
2014-08-04,50.9900016784668,13380100,46.470610674746865,-0.2302569312668723,-0.16799129959134645,-0.062265631675525845,52.35841157503439,51.39649982452393,50.43458807401347
2014-08-05,50.400001525878906,12766000,43.01271799558297,-0.2828639515894764,-0.19096582999097245,-0.09189812159850397,52.27608113165147,51.30399990081787,50.33191866998427
2014-08-06,50.060001373291016,15271500,44.216416184312884,-0.34797927653198,-0.22236851929917398,-0.12561075723280604,52.22595501590831,51.19750003814697,50.16904506038563
