Period,Units,GRU_Layers,Test_RMSE
5_years,50,1,0.06217682102110318
5_years,50,2,0.060273083995220494
5_years,100,1,0.02350616466298917
5_years,100,2,0.044219441791980285
10_years,50,1,0.06243128346627166
10_years,50,2,0.05128602008012292
10_years,100,1,0.02146345033386703
10_years,100,2,0.03399574735028311
