Period,Units,GRU_Layers,Test_RMSE
5_years,50,1,0.021731949301074364
5_years,50,2,0.08135248540293495
5_years,100,1,0.03659720602635548
5_years,100,2,0.04722916320391846
10_years,50,1,0.036352355881810586
10_years,50,2,0.0483369457110966
10_years,100,1,0.019147766917028408
10_years,100,2,0.041327020026199805
