Date,Close,Volume,RSI,MACD,Signal,MACD_Hist,Upper_Band,Middle_Band,Lower_Band
2014-06-30,81.75,3916100,63.002712222181316,0.6560250331007751,0.4045857162973243,0.2514393168034508,82.96295273728698,80.36949996948242,77.77604720167786
2014-07-01,81.88999938964844,5482400,61.87847749114821,0.6676266178430126,0.457193896606462,0.2104327212365506,83.13828504204946,80.47000007629394,77.80171511053842
2014-07-02,82.48999786376953,3693500,71.44865283645288,0.716971024133997,0.5091493221119691,0.207821702022028,83.38629826512815,80.56899986267089,77.75170146021364
2014-07-03,83.3499984741211,2183400,77.04281965318377,0.8160645988443349,0.5705323774584423,0.2455322213858926,83.7974367694409,80.74649963378906,77.6955624981372
2014-07-07,82.22000122070312,2558500,77.54574157627911,0.7942599024177213,0.6152778824502981,0.17898201996742313,83.95450265874544,80.86099967956542,77.76749670038541
2014-07-08,81.93000030517578,2967300,74.16456563885464,0.7449910797346604,0.6412205219071706,0.10377055782748978,84.05261098244915,80.9694995880127,77.88638819357624
2014-07-09,82.73999786376953,3079500,73.3775131569374,0.7625154133068719,0.6654795001871109,0.09703591311976101,84.24523221421819,81.11599960327149,77.98676699232479
2014-07-10,82.08000183105469,3829400,61.360376723105205,0.7149064137715868,0.6753648829040062,0.03954153086758061,84.33574909800261,81.21149978637695,78.08725047475129
2014-07-11,82.87000274658203,2758400,60.73531870205668,0.7324788499752088,0.6867876763182468,0.04569117365696207,84.47419679298373,81.38299980163575,78.29180281028776
2014-07-14,84.2699966430664,3794500,67.11826154606493,0.849579515666548,0.719346044187907,0.13023347147864095,84.80226485741011,81.63749961853027,78.47273437965043
2014-07-15,83.9000015258789,4356300,63.106858142829374,0.9021279536186881,0.7559024260740633,0.1462255275446248,84.75055317896367,81.93249969482422,79.11444621068476
2014-07-16,83.76000213623047,3955200,59.12602955467929,0.9218496792944961,0.78909187671815,0.13275780257634617,84.52182836988617,82.21199989318848,79.90217141649079
2014-07-17,85.11000061035156,7117900,65.52866869277416,1.0344879502889768,0.8381710914323154,0.1963168588566614,84.70693343554599,82.50699996948242,80.30706650341885
2014-07-18,85.5199966430664,3892100,69.13047047789169,1.1436545076631575,0.8992677746784838,0.24438673298467362,85.1338638270691,82.75749969482422,80.38113556257933
2014-07-21,85.05999755859375,4025100,67.58770991029559,1.179455678267189,0.9553053553962249,0.22415032287096415,85.43814117927433,82.93999938964843,80.44185760002254
2014-07-22,86.05000305175781,4366900,70.27296333421575,1.2730387352803803,1.018852031373056,0.25418670390732423,85.92760754997819,83.16799964904786,80.40839174811752
2014-07-23,85.94000244140625,2596300,67.6561471406115,1.3230762527950901,1.0796968756574628,0.24337937713762736,86.31366543869467,83.37799987792968,80.4423343171647
2014-07-24,85.68000030517578,4022400,62.70450476234849,1.3264607328261775,1.1290496470912057,0.1974110857349718,86.60922837770246,83.54500007629395,80.48077177488543
2014-07-25,84.68000030517578,3362600,63.606211214721384,1.2342239495704632,1.1500845075870574,0.08413944198340584,86.70900154042597,83.66450004577636,80.61999855112676
2014-07-28,85.75,2206900,69.45013110614742,1.2332495343609935,1.1667175129418448,0.06653202141914871,86.92662707745166,83.85200004577636,80.77737301410107
2014-07-29,84.2699966430664,4897800,57.29266064654269,1.1003690320413568,1.1534478167617472,-0.053078784720390404,86.89228852029758,83.97799987792969,81.0637112355618
2014-07-30,82.94999694824219,7171800,53.90132553104721,0.8784214373942376,1.0984425408882454,-0.22002110349400783,86.82132085134512,84.03099975585937,81.24067866037362
2014-07-31,81.05000305175781,5345400,42.577481064955094,0.5429539063996742,0.9873448139905312,-0.444390907590857,86.98140621566112,83.9590000152588,80.93659381485647
2014-08-01,81.48999786376953,4625100,37.699107157325045,0.3090350120612584,0.8516828536046767,-0.5426478415434183,87.07595391208788,83.86599998474121,80.65604605739453
2014-08-04,82.2699966430664,3197700,43.04011070774251,0.18446558137466695,0.7182393991586747,-0.5337738177840078,87.07312995154841,83.86849975585938,80.66386956017034
2014-08-05,80.98999786376953,4599500,39.221765579709725,-0.01734188752737964,0.571123141821464,-0.5884650293488436,87.1701732934812,83.82149963378906,80.47282597409692
2014-08-06,81.5,3311300,34.97084820356581,-0.13457159289350784,0.4299841948784696,-0.5645557877719775,87.23596216856019,83.75949974060059,80.28303731264099
2014-08-07,79.26000213623047,5465400,27.384406924669634,-0.40357393702358024,0.2632725684980597,-0.6668465055216399,87.57709208571453,83.61849975585938,79.65990742600422
2014-08-08,80.12000274658203,3713400,32.654509996169224,-0.5411275888692586,0.10239253702459603,-0.6435201258938547,87.72948583699136,83.48099975585937,79.23251367472739
2014-08-11,79.87000274658203,3460000,27.11109704538815,-0.662673867792563,-0.05062074393883577,-0.6120531238537272,87.78426267977679,83.26100006103516,78.73773744229354
2014-08-12,80.22000122070312,3206200,29.184842481209685,-0.7224304887536732,-0.18498269290180328,-0.53744779585187,87.78638101690922,83.07700004577637,78.36761907464353
2014-08-13,81.51000213623047,3049900,35.88354343024446,-0.6581094721568661,-0.27960804875281586,-0.37850142340405024,87.71252221498102,82.96450004577636,78.2164778765717
2014-08-14,81.81999969482422,2241100,39.8437381467923,-0.5754865402669225,-0.3387837470556372,-0.2367027932112853,87.46223680326149,82.8,78.1377631967385
2014-08-15,81.47000122070312,2442700,33.98202293389373,-0.5321153289979321,-0.3774500634440962,-0.15466526555383592,87.11177090879153,82.59750022888184,78.08322954897216
2014-08-18,82.33999633789062,2795800,42.431357765391205,-0.4226697230258196,-0.38649399536044093,-0.03617572766537869,86.82476870941152,82.46150016784668,78.09823162628184
2014-08-19,83.47000122070312,3549300,52.07008361973975,-0.2419621525039446,-0.3575876267891417,0.1156254742851971,86.39096581416389,82.33250007629394,78.27403433842399
2014-08-20,83.43000030517578,2579600,61.121493594510824,-0.10081569988636829,-0.306233241408587,0.2054175415222187,85.93776432161319,82.20699996948242,78.47623561735166
2014-08-21,83.7699966430664,2648500,60.75472051200479,0.03804023951623492,-0.23737854522362262,0.27541878473985754,85.55463740575264,82.11149978637695,78.66836216700126
2014-08-22,83.77999877929688,2089300,57.68058508099349,0.14719488963618232,-0.16046385825166165,0.307658747887844,85.38973142825913,82.06649971008301,78.74326799190689
