Date,Close,Volume,RSI,MACD,Signal,MACD_Hist,Upper_Band,Middle_Band,Lower_Band
2014-06-30,104.62000274658203,6877800,53.058848661534924,0.713742932797544,0.5514211030426196,0.16232182975492437,106.06731558423621,103.69349937438965,101.31968316454308
2014-07-01,105.87000274658203,5129200,64.21406189930221,0.7798679573747478,0.5971104739090453,0.18275748346570253,106.35188616247063,103.86399955749512,101.3761129525196
2014-07-02,105.86000061035156,3764900,70.32967544807542,0.8219900374738387,0.6420863866220039,0.1799036508518348,106.59724651354196,104.0229995727539,101.44875263196585
2014-07-03,105.41999816894531,4199100,66.74390356026423,0.8105243494908763,0.6757739791957784,0.13475037029509784,106.75042479751662,104.13299942016602,101.51557404281542
2014-07-07,106.47000122070312,7014900,70.93750894069103,0.8760654430975308,0.7158322719761289,0.1602331711214019,107.07159064684538,104.29749946594238,101.52340828503938
2014-07-08,105.72000122070312,6268400,69.27770736526914,0.8576025911586243,0.7441863358126279,0.11341625534599631,107.21738286257354,104.42249946594238,101.62761606931122
2014-07-09,106.04000091552734,5720900,67.42178646117532,0.8588911860510535,0.7671273058603131,0.09176388019074044,107.40058660069904,104.51949958801269,101.63841257532634
2014-07-10,105.80000305175781,4955100,61.69214576699085,0.8309677064660548,0.7798953859814615,0.051072320484593314,107.52068824369613,104.64349975585938,101.76631126802263
2014-07-11,105.0999984741211,5461000,48.903239779092544,0.7437797979601726,0.7726722683772038,-0.028892470417031246,107.4761008892203,104.77199974060059,102.06789859198088
2014-07-14,105.37999725341797,7784800,54.19437945533767,0.6893301449383813,0.7560038436894394,-0.06667369875105811,107.41375186633246,104.91449966430665,102.41524746228083
2014-07-15,103.27999877929688,14219700,43.06880493964309,0.4712933003909825,0.6990617350297481,-0.22776843463876562,107.3060553792975,104.95599975585938,102.60594413242126
2014-07-16,102.22000122070312,11946800,31.04925368379523,0.21053763915814727,0.6013569158554279,-0.39081927669728067,107.24428297373794,104.97049980163574,102.69671662953354
2014-07-17,100.37000274658203,11218900,26.173294644689236,-0.1437356220129402,0.45233840828175437,-0.5960740302946945,107.77773748892363,104.84850006103515,101.91926263314667
2014-07-18,101.80000305175781,8408400,36.54010454525262,-0.30558803166842097,0.30075312029171936,-0.6063411519601403,107.9522703236477,104.74800033569336,101.54373034773903
2014-07-21,101.2699966430664,6379900,36.053274856178724,-0.47119270395315027,0.14636395544274544,-0.6175566593958957,108.09598490163064,104.54800033569336,101.00001576975608
2014-07-22,102.47000122070312,6554100,35.78596384462337,-0.49984337600062645,0.017122489154071066,-0.5169658651546976,108.09923624083702,104.43400039672852,100.76876455262003
2014-07-23,102.19000244140625,4815300,34.99593265677362,-0.5389303478791589,-0.09408807825257494,-0.444842269626584,108.1124622761161,104.31400070190429,100.51553912769248
2014-07-24,102.19999694824219,5177200,36.355930559596544,-0.562615104812707,-0.18779348356460135,-0.3748216212481057,107.98249943705554,104.13600044250488,100.28950144795422
2014-07-25,102.11000061035156,3951500,29.8892892836531,-0.5819391652070465,-0.2666226198930904,-0.3153165453139561,107.83781681039626,103.95900039672851,100.08018398306076
2014-07-28,102.11000061035156,4634800,32.110991473827156,-0.5904473132059422,-0.33138755855566077,-0.25905975465028147,107.74614218920456,103.81500053405762,99.88385887891067
2014-07-29,101.95999908447266,6053900,29.435470846016955,-0.6023504305036198,-0.38558013294525256,-0.21677029755836724,107.67792263373312,103.68200035095215,99.68607806817118
2014-07-30,102.30000305175781,5994800,32.53493758670628,-0.5776890186827046,-0.424001910092743,-0.1536871085899616,107.40573839850572,103.50350036621094,99.60126233391617
2014-07-31,100.08999633789062,9141500,28.274070461687288,-0.728080880969884,-0.4848177042681713,-0.2432631767017127,107.23507377783093,103.21500015258789,99.19492652734485
2014-08-01,99.9000015258789,8610700,26.04897483367391,-0.85276832638705,-0.558407828691947,-0.294360497695103,107.0778634562231,102.93900032043457,98.80013718464605
2014-08-04,100.16000366210938,6790800,33.75003576276413,-0.9199988516568851,-0.6307260332849347,-0.2892728183719504,106.58734878204248,102.62350044250488,98.65965210296727
2014-08-05,99.81999969482422,6230900,36.4864969357886,-0.9893108463194693,-0.7024429958918417,-0.28686785042762764,106.19912504997443,102.32850036621093,98.45787568244744
2014-08-06,100.70999908447266,7412100,52.1464378879714,-0.9613438156550131,-0.754223159844476,-0.20712065581053718,105.57399798019685,102.0620002746582,98.55000256911956
2014-08-07,99.93000030517578,7417800,37.13892926293033,-0.9906989641591935,-0.8015183207074195,-0.189180643451774,104.92868067659683,101.7685001373291,98.60831959806137
2014-08-08,101.08000183105469,5618400,48.79597818130481,-0.910669981986544,-0.8233486529632443,-0.0873213290232997,104.32064778790293,101.56750030517578,98.81435282244864
2014-08-11,101.16000366210938,5703000,40.32498720922108,-0.831209294536535,-0.8249207812779026,-0.006288513258632444,103.44630813530782,101.35650062561035,99.26669311591289
2014-08-12,100.62999725341797,4577700,38.888870775447295,-0.8017610131019524,-0.8202888276427126,0.018527814540760246,103.12809529923969,101.2240005493164,99.31990579939311
2014-08-13,101.73999786376953,4563700,47.16749960302807,-0.6810050628547657,-0.7924320746851233,0.11142701183035764,103.06289036094516,101.20000038146972,99.33711040199428
2014-08-14,102.0199966430664,5239400,49.4584612164218,-0.5562988737102899,-0.7452054344901566,0.18890656077986678,103.136745810956,101.28250007629394,99.42825434163188
2014-08-15,101.16999816894531,6986000,44.868992905344065,-0.520061152245404,-0.7001765780412061,0.1801154257958022,103.08956800808514,101.25099983215333,99.41243165622151
2014-08-18,102.69999694824219,5979500,53.51042091174744,-0.36369196753845756,-0.6328796559406564,0.26918768840219887,103.27205138414685,101.3224998474121,99.37294831067736
2014-08-19,102.95999908447266,5670000,53.15485242685165,-0.21629494907971036,-0.5495627145684673,0.3332677654887569,103.36826602570488,101.34699974060058,99.32573345549628
2014-08-20,103.20999908447266,5183000,68.3529408596794,-0.07840503491311779,-0.45533117863739736,0.37692614372427957,103.55569332068214,101.3979995727539,99.24030582482567
2014-08-21,104.19000244140625,8357600,73.08930810792167,0.10869878425954482,-0.3425251860580089,0.45122397031755374,103.97129408243748,101.49749984741212,99.02370561238675
2014-08-22,103.0999984741211,5076300,64.52564022342327,0.1670994795628502,-0.24060025293383708,0.4076997324966873,104.11039448739128,101.54699974060058,98.98360499380989
2014-08-25,103.2300033569336,3678200,67.20482922044827,0.22132150238026327,-0.14821590187101702,0.3695374042512803,104.26521209091244,101.60299987792969,98.94078766494694
2014-08-26,103.44000244140625,3512400,64.78872075232456,0.27803302554407594,-0.06296611638799843,0.34099914193207437,104.46050920380559,101.67700004577637,98.89349088774715
2014-08-27,103.22000122070312,4786100,68.9734309400676,0.30174670813148907,0.009976448515899072,0.29177025961559,104.5793146724272,101.72299995422364,98.86668523602007
2014-08-28,102.94999694824219,3482200,62.00249937809362,0.29534829288964204,0.06705081739064767,0.22829747549899437,104.66385164337194,101.86599998474121,99.06814832611047
2014-08-29,103.7300033569336,5287800,65.13540108105194,0.3491922304403374,0.12347910000058562,0.2257131304397518,104.81273581833662,102.05750007629395,99.30226433425128
2014-09-02,103.36000061035156,4644800,66.38652614456606,0.35788236434454745,0.170359752869378,0.18752261147516947,104.87883338245143,102.21749992370606,99.55616646496068
2014-09-03,103.76000213623047,4725800,63.25457662008947,0.39252139594253777,0.21479208148400994,0.17772931445852783,104.90650535601692,102.41450004577636,99.9224947355358
2014-09-04,103.83999633789062,6147700,62.26411408277356,0.42156836389739283,0.25614733796668654,0.1654210259307063,105.00474520179313,102.57099990844726,100.1372546151014
2014-09-05,104.41999816894531,5744400,72.72719512403326,0.48578971432911544,0.3020758132391723,0.18371390108994312,105.02311185083276,102.79549980163574,100.56788775243872
2014-09-08,104.05000305175781,4900300,61.26879320973502,0.5010542420503441,0.3418714990014067,0.15918274304893743,105.08436447023108,102.94399986267089,100.8036352551107
2014-09-09,103.80000305175781,5999400,57.0234226786236,0.4873605900706792,0.3709693172152612,0.116391272855418,105.07400580023877,103.07599983215331,101.07799386406786
2014-09-10,104.98999786376953,7402200,62.86123789993605,0.5660063395910271,0.40997672169041444,0.15602961790061265,105.11158135952682,103.2939998626709,101.47641836581498
2014-09-11,104.55000305175781,4834100,52.82131923849612,0.5860738638742191,0.4451961501271754,0.14087771374704372,105.17926234111142,103.43450012207032,101.68973790302921
2014-09-12,104.58000183105469,5929200,63.90980678413832,0.5975104437679306,0.47565900885532647,0.12185143491260414,105.24482959074219,103.56250038146973,101.88017117219728
2014-09-15,104.72000122070312,4525500,63.97748109468333,0.6108295338130887,0.5026931138468789,0.10813641996620982,105.07213101781039,103.74000053405761,102.40787005030484
2014-09-16,105.87999725341797,6081400,69.42673766387125,0.7068389940500737,0.5435222898875178,0.16331670416255584,105.44965905972923,103.89900054931641,102.3483420389036
2014-09-17,106.19000244140625,6627800,73.31242933522412,0.7987346944849634,0.594564770807007,0.2041699236779564,105.85328704956889,104.06050071716308,102.26771438475727
2014-09-18,107.3499984741211,6628700,80.30309558513673,0.9541656567575245,0.6664849479971106,0.28768070876041396,106.53894150823402,104.2675006866455,101.99605986505699
2014-09-19,107.98999786376953,13033400,79.91577638952884,1.1161224513674597,0.7564124486711805,0.3597100026962792,107.27236091699862,104.45750045776367,101.64263999852872
2014-09-22,107.87999725341797,5788300,82.94468893433917,1.2215173562746173,0.8494334301918679,0.3720839260827494,107.82075493308544,104.69650039672851,101.57224586037158
2014-09-23,107.45999908447266,8108100,76.88961289549908,1.2566671588213438,0.9308801759177632,0.32578698290358066,108.18330679549217,104.90800018310547,101.63269357071877
2014-09-24,108.63999938964844,5890900,80.07528070121765,1.3640162631233181,1.017507393358874,0.34650886976444406,108.76264695613676,105.16800003051758,101.57335310489839
2014-09-25,107.0999984741211,5688200,64.98885030564585,1.3097282659603025,1.0759515678791598,0.23377669808114265,108.93270705175328,105.36199989318848,101.79129273462368
2014-09-26,107.0999984741211,4467500,67.79463804822464,1.2522692566051035,1.1112151056243484,0.14105415098075502,109.03068370023811,105.56949996948242,102.10831623872673
2014-09-29,106.54000091552734,6581600,65.42794718180076,1.1483084695973247,1.1186337784189437,0.029674691178380952,109.0838103082056,105.7099998474121,102.33618938661861
2014-09-30,106.58999633789062,6822500,60.33593068472491,1.0577598129609953,1.106458985327354,-0.04869917236635879,109.07667931212657,105.87149963378906,102.66631995545154
2014-10-01,104.30000305175781,12263700,48.696556343866,0.7920853632785025,1.0435842609175838,-0.2514988976390813,109.03719499803047,105.89849967956543,102.7598043611004
2014-10-02,103.8499984741211,7566100,46.353624805549266,0.5390114507724348,0.942669698888554,-0.40365824811611917,109.03631696458132,105.89899978637695,102.76168260817258
2014-10-03,105.12999725341797,6856100,51.8385494963567,0.4366997529891279,0.8414757097086689,-0.40477595671954103,109.0169396419382,105.93449974060059,102.85205983926298
2014-10-06,104.86000061035156,5015100,45.02924976780883,0.3300261862990368,0.7391858050267425,-0.4091596187277057,108.97332320623731,105.97499961853028,102.97667603082324
2014-10-07,102.38999938964844,8407800,34.70206006221467,0.04565191346523534,0.6004790267144411,-0.5548271132492058,109.17234748504254,105.90449943542481,102.63665138580708
2014-10-08,104.91000366210938,8337000,41.1466023981118,0.023357289379049462,0.4850546792473628,-0.4616973898683133,109.17325280503582,105.9004997253418,102.62774664564779
2014-10-09,102.08000183105469,10675900,31.496561038286004,-0.2201313204521398,0.3440174793074623,-0.5641487997596021,109.42879527213543,105.77699966430664,102.12520405647786
2014-10-10,101.2300033569336,9984100,30.10174357550777,-0.4761962768542958,0.17997472807511072,-0.6561710049294065,109.76503885019679,105.60949974060058,101.45396063100438
2014-10-13,99.12000274658203,10334600,27.336958955502382,-0.8397093680025023,-0.023962091140411895,-0.8157472768620904,110.39288259725288,105.32949981689453,100.26611703653617
2014-10-14,97.01000213623047,20807400,19.917225188771326,-1.2832628713745606,-0.27582224718724163,-1.007440624187319,111.15634661687447,104.88600006103516,98.61565350519585
