Period,Units,GRU_Layers,Test_RMSE
5_years,50,1,0.08149079051637840
5_years,50,2,0.02596150270320610
5_years,100,1,0.028223485686295
5_years,100,2,0.025795400883941100
10_years,50,1,0.0233651707097911
10_years,50,2,0.034004157531651200
10_years,100,1,0.02378795185105
10_years,100,2,0.03086452347655980
