Period,Units,GRU_Layers,Batch_Size,Epochs,Dropout_Rate,Test_RMSE
5_years,200,1,16,100,0.1,0.013611139186919254
5_years,200,1,16,100,0.2,0.013950327826039692
5_years,200,1,16,100,0.3,0.013768615885595624
5_years,200,1,16,100,0.4,0.013987706937324993
5_years,200,1,16,100,0.5,0.015565392727825662
